release,game_id,publisher_id,genre_id,series_id,mode_id
2013-12-12,221,13,12,85,1
2013-12-12,221,13,9,85,1
2013-12-12,221,13,12,84,1
2013-12-12,221,13,9,84,1
2013-12-12,221,13,12,85,1
2013-12-12,221,13,9,85,1
2013-12-12,221,13,12,84,1
2013-12-12,221,13,9,84,1
2013-12-12,221,13,12,85,1
2013-12-12,221,13,9,85,1
2013-12-12,221,13,12,84,1
2013-12-12,221,13,9,84,1
2013-12-12,221,13,12,85,1
2013-12-12,221,13,9,85,1
2013-07-17,222,94,8,NA,12
2013-07-17,222,94,8,NA,2
2013-10-17,223,21,9,86,1
2013-10-17,223,21,31,86,1
2013-08-19,224,180,42,NA,1
2013-11-06,225,38,3,87,1
2013-11-06,225,38,6,87,1
2013-07-23,226,181,17,NA,1
2013-08-29,227,21,3,88,1
2013-08-29,227,21,3,88,2
2013-08-29,227,13,3,88,1
2013-08-29,227,13,3,88,2
2013-10-29,228,37,6,NA,1
2013-10-29,228,37,3,NA,1
2013-10-29,228,37,8,NA,1
2013-12-19,229,158,6,NA,1
2013-12-19,229,158,13,NA,1
2013-12-19,229,9,6,NA,1
2013-12-19,229,9,13,NA,1
2013-11-15,230,38,8,NA,1
2013-11-15,230,38,8,NA,2
2013-12-19,231,15,1,89,1
2013-07-11,232,182,7,NA,3
2013-07-11,232,183,7,NA,3
2013-07-31,233,184,8,NA,1
2013-07-31,233,184,8,NA,2
2013-07-31,233,185,8,NA,1
2013-07-31,233,185,8,NA,2
2013-11-08,234,186,3,NA,1
2013-11-08,234,186,3,NA,2
2013-10-22,235,21,14,90,1
2013-10-22,235,21,14,90,2
2013-12-12,236,187,9,NA,1
2013-08-08,237,13,5,NA,1
2013-11-22,238,17,6,NA,1
2013-11-22,238,17,6,NA,2
2013-11-22,238,17,7,NA,1
2013-11-22,238,17,7,NA,2
2013-11-22,238,188,6,NA,1
2013-11-22,238,188,6,NA,2
2013-11-22,238,188,7,NA,1
2013-11-22,238,188,7,NA,2
2013-10-17,239,15,23,91,1
2013-10-17,239,15,23,91,2
2013-08-20,240,103,6,39,1
2013-08-20,240,103,6,39,2
2013-12-10,241,189,6,NA,2
2013-07-03,242,190,6,NA,1
2013-07-03,242,190,6,NA,2
2013-07-03,242,190,8,NA,1
2013-07-03,242,190,8,NA,2
2013-07-03,242,191,6,NA,1
2013-07-03,242,191,6,NA,2
2013-07-03,242,191,8,NA,1
2013-07-03,242,191,8,NA,2
2013-09-24,243,32,9,92,1
2013-09-24,243,32,9,92,2
2013-09-24,243,32,6,92,1
2013-09-24,243,32,6,92,2
2013-10-18,244,103,17,93,1
2013-09-26,245,47,8,94,1
2013-07-25,246,192,4,95,1
2013-10-01,247,193,5,NA,1
2013-10-01,247,194,5,NA,1
2013-10-13,248,50,43,96,1
2013-10-13,248,50,43,96,2
2013-10-13,248,50,12,96,1
2013-10-13,248,50,12,96,2
2013-10-13,248,50,3,96,1
2013-10-13,248,50,3,96,2
2013-07-01,249,195,20,NA,1
2013-08-20,250,196,17,NA,1
2013-08-20,250,196,34,NA,1
2013-10-18,251,54,3,97,1
2013-10-18,251,54,3,97,2
2013-10-18,251,13,3,97,1
2013-10-18,251,13,3,97,2
2013-10-18,251,54,3,97,1
2013-10-18,251,54,3,97,2
2013-08-15,252,197,4,98,1
2013-08-15,252,197,4,98,2
2013-08-15,252,197,4,99,1
2013-08-15,252,197,4,99,2
2013-08-15,252,198,4,98,1
2013-08-15,252,198,4,98,2
2013-08-15,252,198,4,99,1
2013-08-15,252,198,4,99,2
2013-08-15,252,199,4,98,1
2013-08-15,252,199,4,98,2
2013-08-15,252,199,4,99,1
2013-08-15,252,199,4,99,2
2013-10-11,253,50,6,100,1
2013-10-11,253,50,6,100,2
2013-10-11,253,50,3,100,1
2013-10-11,253,50,3,100,2
2013-09-15,254,200,3,NA,1
2013-10-12,255,55,10,101,1
2013-08-07,256,201,3,102,1
2013-08-07,256,201,6,102,1
2013-08-07,256,201,15,102,1
2013-12-10,257,202,6,NA,1
2013-12-10,257,202,7,NA,1
2013-10-31,258,203,42,NA,1
2013-11-21,259,13,3,103,1
2013-11-21,259,13,3,103,2
2013-11-15,260,204,9,NA,1
2013-11-15,260,204,9,NA,12
2013-09-20,261,19,4,NA,1
2013-09-20,261,19,4,NA,12
2013-09-20,261,19,4,NA,2
2013-11-20,262,38,3,NA,1
2013-11-20,262,38,6,NA,1
2013-10-22,263,50,7,104,1
2013-08-28,264,50,6,104,1
2013-08-28,264,50,6,104,2
2013-12-13,265,205,9,NA,1
2013-12-13,265,206,9,NA,1
2013-12-13,265,207,9,NA,1
2013-12-13,265,208,9,NA,1
2013-09-24,266,209,4,NA,1
2013-09-24,266,209,4,NA,2
2013-07-11,267,210,17,NA,1
2013-07-11,267,13,17,NA,1
2013-08-20,268,21,6,105,1
2013-08-20,268,21,6,105,2
2013-08-20,268,21,13,105,1
2013-08-20,268,21,13,105,2
2013-09-03,269,54,4,106,1
2013-09-03,269,54,4,106,2
2013-09-03,269,54,4,106,1
2013-09-03,269,54,4,106,2
2013-11-06,270,211,44,NA,2
2013-10-10,271,68,3,NA,1
2013-10-10,271,68,9,NA,1
2013-10-10,271,212,3,NA,1
2013-10-10,271,212,9,NA,1
2013-08-07,272,35,12,NA,2
2013-10-30,273,213,3,NA,1
2013-10-30,273,213,12,NA,1
2013-10-30,273,213,15,NA,1
2013-09-13,274,214,3,NA,1
2013-09-13,274,215,3,NA,1
2013-12-17,275,216,17,107,1
2013-12-17,275,216,17,107,1
2013-11-12,276,38,18,108,1
2013-10-21,277,217,8,NA,2
2013-10-21,277,218,8,NA,2
2013-08-15,278,193,6,NA,1
2013-08-15,278,193,6,NA,2
2013-08-15,278,193,11,NA,1
2013-08-15,278,193,11,NA,2
2013-08-15,278,193,10,NA,1
2013-08-15,278,193,10,NA,2
2013-10-31,279,13,45,109,1
2013-10-25,280,13,31,109,1
2013-10-25,280,13,31,109,2
2014-07-11,281,13,5,109,1
2014-07-11,281,13,5,109,2
2013-07-25,282,219,12,NA,1
2013-07-25,282,9,12,NA,1
2013-10-14,283,216,17,110,1
2013-10-14,283,216,17,110,1
2013-08-23,284,13,6,NA,1
2013-08-23,284,13,6,NA,2
2013-08-23,284,13,7,NA,1
2013-08-23,284,13,7,NA,2
2013-08-23,284,220,6,NA,1
2013-08-23,284,220,6,NA,2
2013-08-23,284,220,7,NA,1
2013-08-23,284,220,7,NA,2
2013-11-12,285,221,6,NA,2
2013-11-12,285,221,46,NA,2
2013-09-04,286,57,41,NA,1
2013-09-04,286,57,41,NA,2
2013-08-08,287,222,47,111,1
2013-08-08,287,222,47,111,2
2013-08-08,287,222,4,111,1
2013-08-08,287,222,4,111,2
2013-08-15,288,222,47,111,1
2013-08-15,288,222,47,111,2
2013-08-15,288,222,4,111,1
2013-08-15,288,222,4,111,2
2013-10-25,289,223,1,112,1
2013-10-25,289,223,1,112,2
2013-10-25,289,81,1,112,1
2013-10-25,289,81,1,112,2
2013-10-29,290,1,5,113,1
2013-10-29,290,1,5,113,2
2013-11-15,291,224,10,114,1
2013-07-23,292,65,17,115,1
2013-07-23,292,225,17,115,1
2013-07-23,292,198,17,115,1
2013-11-12,293,1,4,116,1
2013-11-12,293,1,4,116,2
2013-11-12,293,56,4,116,1
2013-11-12,293,56,4,116,2
2013-07-11,294,134,12,117,1
2013-07-11,294,134,12,117,2
2013-07-11,294,13,12,117,1
2013-07-11,294,13,12,117,2
2013-11-19,295,226,6,NA,1
2013-11-19,295,226,6,NA,2
2013-11-19,295,226,12,NA,1
2013-11-19,295,226,12,NA,2
2013-11-19,295,226,48,NA,1
2013-11-19,295,226,48,NA,2
2013-11-19,295,32,6,NA,1
2013-11-19,295,32,6,NA,2
2013-11-19,295,32,12,NA,1
2013-11-19,295,32,12,NA,2
2013-11-19,295,32,48,NA,1
2013-11-19,295,32,48,NA,2
2013-11-22,296,17,10,118,1
2013-11-19,297,227,45,NA,1
2013-11-19,297,227,45,NA,2
2013-11-19,298,123,49,NA,1
2013-11-19,298,123,49,NA,2
2014-07-31,299,228,17,NA,1
2014-06-03,300,229,3,NA,1
2014-06-03,300,229,3,NA,2
2014-06-03,300,229,6,NA,1
2014-06-03,300,229,6,NA,2
2014-04-15,301,35,5,119,1
2014-04-15,301,35,5,119,2
2014-03-09,302,230,9,NA,1
2014-07-15,303,24,3,NA,1
2014-07-15,303,24,3,NA,2
2014-07-15,303,24,6,NA,1
2014-07-15,303,24,6,NA,2
2014-07-15,303,54,3,NA,1
2014-07-15,303,54,3,NA,2
2014-07-15,303,54,6,NA,1
2014-07-15,303,54,6,NA,2
2014-05-20,304,15,10,120,1
2014-05-20,304,15,10,120,2
2014-05-30,305,231,50,NA,1
2014-05-30,305,232,50,NA,1
2014-11-18,306,226,6,121,1
2014-11-18,306,226,12,121,1
2014-11-18,306,15,6,121,1
2014-11-18,306,15,12,121,1
2014-09-17,307,17,51,122,2
2014-03-31,308,233,4,NA,1
2014-03-31,308,233,4,NA,2
2014-03-31,308,104,4,NA,1
2014-03-31,308,104,4,NA,2
2014-07-30,309,234,52,NA,1
2014-07-30,309,234,52,NA,2
2014-07-30,309,21,52,NA,1
2014-07-30,309,21,52,NA,2
2014-10-06,310,54,6,123,1
2014-10-06,310,54,13,123,1
2014-10-06,310,54,2,123,1
2014-05-21,311,47,12,NA,1
2014-07-09,312,235,3,NA,1
2014-07-09,312,235,15,NA,1
2014-04-17,313,50,6,NA,1
2014-04-17,313,81,6,NA,1
2014-05-29,314,236,2,NA,1
2014-05-29,314,236,6,NA,1
2014-03-17,315,12,12,3,1
2014-03-17,315,12,12,3,2
2014-09-04,316,12,9,3,1
2014-07-15,317,237,9,NA,1
2014-03-06,318,238,12,NA,1
2014-01-09,319,239,6,NA,1
2014-07-03,320,240,9,NA,1
2014-09-24,321,20,20,7,4
2014-11-11,322,21,6,8,1
2014-11-11,322,21,13,8,1
2014-11-11,323,21,6,8,1
2014-11-11,323,21,6,8,2
2014-11-11,323,21,13,8,1
2014-11-11,323,21,13,8,2
2014-12-19,324,241,1,NA,1
2014-12-19,324,241,1,NA,2
2014-12-19,324,19,1,NA,1
2014-12-19,324,19,1,NA,2
2014-06-17,325,242,12,124,1
2014-06-17,325,238,12,124,1
2013-12-05,22,23,6,9,1
2013-12-05,22,24,6,9,1
2014-08-20,326,243,6,NA,1
2014-08-20,326,243,3,NA,1
2014-01-14,327,244,4,125,1
2014-02-25,328,245,6,NA,1
2014-02-25,328,245,6,NA,2
2014-09-20,329,13,6,126,1
2014-09-20,329,13,6,126,2
2014-09-20,329,13,7,126,1
2014-09-20,329,13,7,126,2
2014-09-17,330,36,14,13,4
2014-09-17,330,36,14,14,4
2014-03-24,331,246,6,NA,1
2014-03-24,331,246,13,NA,1
2014-11-04,332,229,4,NA,1
2014-11-04,332,229,4,NA,2
2014-11-05,333,247,6,NA,1
2014-11-05,333,247,12,NA,1
2014-04-17,334,248,6,NA,1
2014-12-14,335,249,12,NA,2
2014-01-24,336,66,4,25,1
2014-01-24,336,66,4,25,1
2014-04-24,337,250,6,127,1
2014-11-05,338,54,23,NA,1
2014-11-05,338,54,23,NA,2
2014-11-05,338,251,23,NA,1
2014-11-05,338,251,23,NA,2
2014-10-29,339,252,1,NA,2
2014-10-29,339,252,1,NA,1
2014-10-29,339,252,11,NA,2
2014-10-29,339,252,11,NA,1
2014-01-30,340,116,8,NA,1
2014-03-20,341,253,53,NA,1
2014-03-26,342,254,4,NA,2
2014-10-14,343,1,12,128,1
2014-10-14,343,1,12,128,2
2014-10-14,343,1,8,128,1
2014-10-14,343,1,8,128,2
2014-05-09,344,64,12,NA,1
2014-01-14,345,3,17,NA,1
2013-12-04,41,48,17,18,1
2014-12-17,346,20,8,129,1
2014-12-17,346,20,8,129,2
2014-12-17,346,20,6,129,1
2014-12-17,346,20,6,129,2
2014-08-21,347,37,8,NA,1
2014-03-25,348,50,8,130,1
2014-03-25,348,50,5,130,1
2014-11-04,349,50,8,20,1
2014-11-04,349,50,8,20,2
2014-12-11,350,255,4,NA,1
2014-12-11,350,255,4,NA,2
2014-11-13,351,13,9,84,1
2014-11-13,351,13,9,84,2
2014-01-24,352,256,10,131,1
2015-01-09,353,257,54,NA,1
2014-01-29,354,258,4,NA,2
2014-01-29,354,258,4,NA,2
2014-01-09,355,214,40,NA,1
2014-02-25,356,36,6,132,1
2014-02-25,356,36,7,132,1
2014-12-18,357,84,17,133,1
2014-12-18,357,259,17,133,1
2014-12-18,357,63,17,133,1
2014-10-16,358,81,12,134,1
2014-09-30,359,260,9,NA,1
2014-09-30,359,260,9,NA,2
2014-09-30,359,260,3,NA,1
2014-09-30,359,260,3,NA,2
2014-02-21,360,261,1,135,1
2014-02-21,360,261,1,135,2
2014-04-30,361,21,3,NA,1
2014-04-30,361,21,3,NA,2
2014-04-30,361,21,12,NA,1
2014-04-30,361,21,12,NA,2
2014-12-16,362,262,55,NA,1
2014-12-16,362,262,6,NA,1
2014-10-16,363,263,8,NA,1
2014-07-02,364,1,4,23,1
2014-07-02,364,1,4,23,2
2014-10-24,365,1,4,23,1
2014-10-24,365,1,4,23,2
2014-10-24,365,1,21,23,1
2014-10-24,365,1,21,23,2
2015-05-13,366,264,56,NA,1
2014-12-30,367,265,12,NA,2
2014-12-30,367,266,12,NA,2
2014-03-20,368,130,6,NA,1
2014-03-20,368,130,3,NA,1
2014-11-27,369,267,17,NA,1
2014-11-27,369,225,17,NA,1
2014-12-10,370,268,17,NA,1
2014-12-10,370,268,10,NA,1
2014-01-08,371,269,12,NA,1
2014-01-08,371,269,8,NA,1
2014-10-07,372,42,12,NA,1
2014-10-07,372,123,12,NA,1
2014-08-19,373,38,13,NA,1
2014-03-13,374,54,1,NA,1
2014-03-13,374,54,6,NA,1
2014-12-02,375,21,1,NA,1
2014-12-02,375,21,1,NA,2
2014-11-20,376,270,33,NA,1
2014-11-20,376,270,33,NA,2
2014-11-20,376,270,20,NA,1
2014-11-20,376,270,20,NA,2
2014-11-20,376,74,33,NA,1
2014-11-20,376,74,33,NA,2
2014-11-20,376,74,20,NA,1
2014-11-20,376,74,20,NA,2
2014-11-20,376,271,33,NA,1
2014-11-20,376,271,33,NA,2
2014-11-20,376,271,20,NA,1
2014-11-20,376,271,20,NA,2
2014-11-20,376,272,33,NA,1
2014-11-20,376,272,33,NA,2
2014-11-20,376,272,20,NA,1
2014-11-20,376,272,20,NA,2
2014-07-04,377,273,5,NA,1
2014-07-04,377,273,5,NA,2
2014-09-19,378,17,6,NA,1
2014-09-19,378,274,6,NA,1
2014-09-19,378,92,6,NA,1
2014-02-06,379,275,4,136,1
2014-02-06,379,275,4,136,2
2014-09-02,380,17,14,137,1
2014-09-02,380,17,14,137,2
2014-09-02,380,17,14,137,1
2014-09-02,380,17,14,137,2
2014-09-25,381,63,6,138,1
2014-12-01,382,276,12,25,1
2014-03-11,383,15,12,139,1
2014-03-11,383,15,12,139,2
2014-03-11,383,16,12,139,1
2014-03-11,383,16,12,139,2
2014-11-11,384,277,6,NA,1
2014-04-29,385,24,2,NA,1
2014-12-04,386,278,12,NA,1
2014-12-04,386,278,2,NA,1
2014-02-13,387,81,8,NA,1
2014-02-13,387,81,41,NA,1
2014-02-27,388,71,12,140,1
2014-02-27,388,71,4,140,1
2014-01-11,389,13,3,141,1
2014-01-11,389,13,3,141,2
2014-09-23,390,19,40,NA,1
2014-09-23,390,19,40,NA,2
2014-08-06,391,279,5,NA,1
2014-09-09,392,50,8,142,2
2014-09-09,392,280,8,142,2
2014-03-20,393,38,4,NA,1
2014-03-20,393,38,4,NA,2
2014-03-20,393,38,12,NA,1
2014-03-20,393,38,12,NA,2
2014-12-09,394,50,12,NA,2
2014-12-09,394,50,8,NA,2
2014-03-25,395,50,12,143,1
2014-03-25,395,50,12,143,2
2014-03-25,395,50,7,143,1
2014-03-25,395,50,7,143,2
2014-11-11,396,15,23,144,1
2014-11-11,396,15,23,144,2
2014-02-21,397,178,10,NA,1
2014-09-23,398,83,6,29,1
2014-09-23,398,83,6,29,2
2014-06-30,399,86,12,30,1
2014-06-30,399,86,12,30,2
2014-06-30,399,64,12,30,1
2014-06-30,399,64,12,30,2
2014-04-03,400,6,5,145,1
2014-04-03,400,6,5,145,2
2014-10-29,401,281,6,NA,1
2014-10-29,401,282,6,NA,1
2014-10-29,401,283,6,NA,1
2014-02-14,402,13,3,146,1
2014-02-14,402,13,3,146,2
2014-10-20,403,284,4,147,1
2014-10-20,403,284,4,147,12
2014-10-20,403,285,4,147,1
2014-10-20,403,285,4,147,12
2014-11-18,404,35,12,148,1
2014-11-18,404,35,12,148,2
2014-01-23,405,15,23,149,1
2014-01-23,405,15,23,149,3
2014-01-23,405,15,12,149,1
2014-01-23,405,15,12,149,3
2014-05-15,406,286,2,NA,1
2014-10-21,407,103,6,NA,1
2014-10-07,408,38,1,NA,1
2014-10-07,408,38,1,NA,2
2014-02-19,409,287,8,NA,1
2014-05-13,410,214,6,NA,1
2014-05-13,410,214,6,NA,2
2014-01-30,411,35,4,150,1
2014-01-30,411,35,4,150,2
2014-10-27,412,288,4,NA,1
2014-10-27,412,288,4,NA,2
2014-10-27,412,288,40,NA,1
2014-10-27,412,288,40,NA,2
2014-10-27,412,54,4,NA,1
2014-10-27,412,54,4,NA,2
2014-10-27,412,54,40,NA,1
2014-10-27,412,54,40,NA,2
2014-11-20,413,289,1,NA,1
2014-08-01,414,290,27,NA,1
2014-08-01,414,290,2,NA,1
2014-04-04,415,291,12,151,2
2014-12-16,416,292,57,152,1
2014-12-16,416,292,57,152,2
2015-03-19,417,293,3,NA,1
2015-03-19,417,293,15,NA,1
2014-09-18,418,69,21,NA,4
2014-09-18,418,69,4,NA,4
2014-09-18,418,54,21,NA,4
2014-09-18,418,54,4,NA,4
2014-06-10,419,10,8,NA,1
2014-06-10,419,10,8,NA,2
2014-08-17,420,294,17,NA,1
2014-06-09,421,38,14,NA,1
2014-11-18,422,103,6,153,1
2014-11-18,422,103,2,153,1
2014-03-25,423,295,6,NA,1
2014-11-27,424,24,12,154,1
2014-11-27,424,94,12,154,1
2014-11-27,424,9,12,154,1
2014-10-14,425,291,2,NA,1
2014-10-02,426,106,1,40,1
2014-10-02,426,106,1,40,2
2014-05-30,427,296,6,NA,1
2014-05-30,427,296,3,NA,1
2014-04-10,428,297,58,NA,1
2014-04-10,428,297,58,NA,2
2014-10-22,429,83,14,155,1
2014-10-22,429,83,14,155,2
2014-10-22,429,83,14,155,1
2014-10-22,429,83,14,155,2
2014-11-18,430,21,8,156,1
2014-11-18,430,21,8,156,2
2014-09-27,431,13,2,157,1
2014-09-27,431,238,2,157,1
2014-05-15,432,298,12,NA,1
2014-09-24,433,299,3,NA,1
2014-09-23,434,35,5,158,1
2014-09-23,434,35,5,158,2
2014-05-14,435,81,12,59,1
2014-05-14,435,81,12,59,2
2014-05-14,435,81,12,42,1
2014-05-14,435,81,12,42,2
2014-12-18,436,81,12,42,1
2014-12-18,436,81,12,42,2
2014-09-24,437,300,12,42,1
2014-09-24,437,300,12,42,2
2014-10-30,438,81,1,42,1
2014-10-30,438,81,7,42,1
2014-07-29,439,301,59,NA,2
2014-07-29,439,301,8,NA,2
2014-07-29,439,301,8,NA,2
2014-07-29,439,174,59,NA,2
2014-07-29,439,174,8,NA,2
2014-07-29,439,174,8,NA,2
2014-08-08,440,302,2,159,1
2014-08-08,440,302,17,159,1
2014-08-08,440,200,2,159,1
2014-08-08,440,200,17,159,1
2014-11-10,441,302,2,159,1
2014-11-10,441,302,17,159,1
2014-11-10,441,200,2,159,1
2014-11-10,441,200,17,159,1
2014-09-30,442,17,1,160,1
2014-09-30,442,17,1,160,2
2014-02-27,443,13,12,161,1
2014-02-27,443,13,12,161,2
2014-04-22,444,303,9,NA,1
2014-04-22,444,303,14,NA,1
2014-11-12,445,304,9,NA,1
2014-11-12,445,304,17,NA,1
2014-07-21,446,305,3,162,1
2014-07-21,446,306,3,162,1
2014-06-26,447,38,12,NA,1
2014-06-26,447,38,12,NA,2
2014-09-30,448,307,8,NA,1
2014-09-30,448,92,8,NA,1
2014-12-02,449,216,17,NA,1
2014-12-02,449,216,17,NA,1
2014-03-20,450,15,60,163,1
2014-03-20,450,15,60,163,2
2014-09-23,451,32,61,164,1
2014-09-23,451,32,61,164,2
2014-11-25,452,50,8,165,1
2014-11-25,452,50,8,165,2
2014-11-25,452,61,8,165,1
2014-11-25,452,61,8,165,2
2014-04-10,453,21,4,166,2
2014-12-18,454,308,14,167,1
2014-12-18,454,308,3,167,1
2014-04-01,455,309,6,NA,1
2014-04-01,455,309,6,NA,2
2014-04-01,455,310,6,NA,1
2014-04-01,455,310,6,NA,2
2014-07-24,456,47,17,NA,1
2013-09-13,457,300,62,NA,1
2013-09-13,457,300,4,NA,1
2013-09-13,457,311,62,NA,1
2013-09-13,457,311,4,NA,1
2014-12-18,458,15,6,168,1
2014-12-18,458,15,6,168,2
2014-12-18,458,15,23,168,1
2014-12-18,458,15,23,168,2
2014-08-13,459,192,63,NA,2
2014-08-19,460,205,5,169,1
2014-08-19,460,205,5,169,2
2014-08-19,460,312,5,169,1
2014-08-19,460,312,5,169,2
2014-08-19,460,313,5,169,1
2014-08-19,460,313,5,169,2
2014-08-19,460,314,5,169,1
2014-08-19,460,314,5,169,2
2014-08-19,460,315,5,169,1
2014-08-19,460,315,5,169,2
2014-03-10,461,316,12,NA,1
